name,id,instance_name,source_name,guild_note,prio_note,officer_note,tier,tier_label,created_at,updated_at
"Steelspine Faceguard",28671,Karazhan,"Shade of Aran",,,,,,,
"Stonebough Jerkin",28600,Karazhan,Nightbane,,,,,,,
"Sunfury Bow of the Phoenix",28772,Karazhan,Malchezaar,,,,,,,
"Talisman of Nightbane",28603,Karazhan,Nightbane,,,,,,,
"Terestian's Stranglestaff",28658,Karazhan,Illhoof,,,,,,,
"The Decapitator",28767,Karazhan,Malchezaar,,,,,,,
"The Lightning Capacitor",28785,Karazhan,Illhoof,,,,,,,
"Tirisfal Wand of Ascendancy",28673,Karazhan,"Shade of Aran",,,,,,,
"Totem of Healing Rains",28523,Karazhan,Maiden,,,,,,,
"Trial-Fire Trousers",28594,Karazhan,"Opera Event",,,,,,,
"Triptych Shield of the Ancients",28754,Karazhan,"Chess Event",,,,,,,
"Uni-Mind Headdress",28744,Karazhan,Netherspite,,,,,,,
"Vambraces of Courage",28502,Karazhan,Attumen,,,,,,,
"Whirlwind Bracers",28503,Karazhan,Attumen,,,,,,,
"Wicked Witch's Hat",28586,Karazhan,"Opera Event",,,,,,,
"Wolfslayer Sniper Rifle",28581,Karazhan,"Opera Event",,,,,,,
"Worgen Claw Necklace",28509,Karazhan,Attumen,,,,,,,
"Wrynn Dynasty Greaves",28621,Karazhan,"The Curator",,,,,,,
"Xavian Stiletto",28659,Karazhan,Illhoof,,,,,,,
"Zierhut's Lost Treads",30674,Karazhan,Trash,,,,,,,
"Acid Inscribed Greaves",20619,"World Bosses","Dragons Shared",,,,,,,
"Acid Inscribed Pauldrons",20637,"World Bosses",Ysondre,,,,,,,
"Amberseal Keeper",17113,"World Bosses","Lord Kazzak",,,,,,,
"Ancient Corroded Leggings",20617,"World Bosses","Dragons Shared",,,,,,,
"Belt of the Dark Bog",20625,"World Bosses",Lethon,,,,,,,
"Black Bark Wristbands",20626,"World Bosses",Lethon,,,,,,,
"Blacklight Bracer",19135,"World Bosses","Lord Kazzak",,,,,,,
"Blazefury Medallion",17111,"World Bosses","Lord Kazzak",,,,,,,
"Boots of Fright",20634,"World Bosses",Taerar,,,,,,,
"Boots of the Endless Moor",20621,"World Bosses",Emeriss,,,,,,,
"Circlet of Restless Dreams",20623,"World Bosses",Emeriss,,,,,,,
"Cold Snap",19130,"World Bosses",Azuregos,,,,,,,
"Crystal Adorned Crown",19132,"World Bosses",Azuregos,,,,,,,
"Dark Heart Pants",20627,"World Bosses",Lethon,,,,,,,
"Deviate Growth Cap",20628,"World Bosses",Lethon,,,,,,,
"Doomhide Gauntlets",18544,"World Bosses","Lord Kazzak",,,,,,,
"Dragonbone Wristguards",20616,"World Bosses","Dragons Shared",,,,,,,
"Dragonheart Necklace",20622,"World Bosses",Emeriss,,,,,,,
"Dragonspur Wraps",20615,"World Bosses","Dragons Shared",,,,,,,
"Drape of Benediction",18208,"World Bosses",Azuregos,,,,,,,
"Emerald Dragonfang",20578,"World Bosses",Ysondre,,,,,,,
"Empyrean Demolisher",17112,"World Bosses","Lord Kazzak",,,,,,,
"Eskhandar's Left Claw",18202,"World Bosses",Azuregos,,,,,,,
"Eskhandar's Pelt",18204,"World Bosses","Lord Kazzak",,,,,,,
"Fang of the Mystics",17070,"World Bosses",Azuregos,,,,,,,
"Fel Infused Leggings",19133,"World Bosses","Lord Kazzak",,,,,,,
"Flayed Doomguard Belt",19134,"World Bosses","Lord Kazzak",,,,,,,
"Gauntlets of the Shining Light",20630,"World Bosses",Lethon,,,,,,,
"Gloves of Delusional Power",20618,"World Bosses","Dragons Shared",,,,,,,
"Green Dragonskin Cloak",20579,"World Bosses","Dragons Shared",,,,,,,
"Hammer of Bestial Fury",20580,"World Bosses","Dragons Shared",,,,,,,
"Hibernation Crystal",20636,"World Bosses",Ysondre,,,,,,,
"Infernal Headcage",18546,"World Bosses","Lord Kazzak",,,,,,,
"Jade Inlaid Vestments",20635,"World Bosses",Ysondre,,,,,,,
"Leggings of Arcane Supremacy",18545,"World Bosses",Azuregos,,,,,,,
"Leggings of the Demented Mind",20638,"World Bosses",Ysondre,,,,,,,
"Malignant Footguards",20629,"World Bosses",Lethon,,,,,,,
"Mature Blue Dragon Sinew",18704,"World Bosses",Azuregos,,,,,,,
"Mendicant's Slippers",20631,"World Bosses",Taerar,,,,,,,
"Mindtear Band",20632,"World Bosses",Taerar,,,,,,,
"Nightmare Blade",20577,"World Bosses",Taerar,,,,,,,
"Nightmare Engulfed Object",20644,"World Bosses","Dragons Shared",,,,,,,
"Polished Ironwood Crossbow",20599,"World Bosses",Emeriss,,,,,,,
"Puissant Cape",18541,"World Bosses",Azuregos,,,,,,,
"Ring of Entropy",18543,"World Bosses","Lord Kazzak",,,,,,,
"Ring of the Unliving",20624,"World Bosses",Emeriss,,,,,,,
"Snowblind Shoes",19131,"World Bosses",Azuregos,,,,,,,
"Staff of Rampant Growth",20581,"World Bosses","Dragons Shared",,,,,,,
"Strangely Glyphed Legplates",20639,"World Bosses",Ysondre,,,,,,,
"The Eye of Shadow",18665,"World Bosses","Lord Kazzak",,,,,,,
"Trance Stone",20582,"World Bosses","Dragons Shared",,,,,,,
Typhoon,18542,"World Bosses",Azuregos,,,,,,,
"Unmelting Ice Girdle",18547,"World Bosses",Azuregos,,,,,,,
"Unnatural Leather Spaulders",20633,"World Bosses",Taerar,,,,,,,
"Band of Reanimation",22961,Naxxramas,Patchwerk,,,,,,,
"Band of the Inevitable",23031,Naxxramas,Noth,,,,,,,
"Band of Unanswered Prayers",22939,Naxxramas,Anub'Rekhan,,,,,,,
"Band of Unnatural Forces",23038,Naxxramas,Loatheb,,,,,,,
"Belt of the Grand Crusader",23666,Naxxramas,Trash,,,,,,,
"Bonescythe Ring",23060,Naxxramas,Tokens,,,,,,,
"Bonescythe Ring",23060,Naxxramas,Kel'Thuzad,,,,,,,
"Boots of Displacement",23073,Naxxramas,Gothik,,,,,,,
"Brimstone Staff",22800,Naxxramas,Loatheb,,,,,,,
"Claw of the Frost Wyrm",23242,Naxxramas,Sapphiron,,,,,,,
"Claymore of Unholy Might",22813,Naxxramas,Gluth,,,,,,,
"Cloak of Suturing",22960,Naxxramas,Patchwerk,,,,,,,
"Cloak of the Necropolis",23050,Naxxramas,Sapphiron,,,,,,,
"Cloak of the Scourge",23030,Naxxramas,Noth,,,,,,,
"Corrupted Ashbringer",22691,Naxxramas,"Four Horsemen",,,,,,,
"Cryptfiend Silk Cloak",22938,Naxxramas,Anub'Rekhan,,,,,,,
"Crystal Webbed Robe",23220,Naxxramas,Maexxna,,,,,,,
"Death's Bargain",23075,Naxxramas,Gluth,,,,,,,
"Desecrated Belt",22370,Naxxramas,Tokens,,,,,,,
"Desecrated Bindings",22369,Naxxramas,Tokens,,,,,,,
"Desecrated Boots",22365,Naxxramas,Tokens,,,,,,,
"Desecrated Bracers",22355,Naxxramas,Tokens,,,,,,,
"Desecrated Breastplate",22349,Naxxramas,Tokens,,,,,,,
"Desecrated Breastplate",22349,Naxxramas,"Four Horsemen",,,,,,,
"Desecrated Circlet",22367,Naxxramas,Tokens,,,,,,,
"Desecrated Circlet",22367,Naxxramas,Thaddius,,,,,,,
"Desecrated Gauntlets",22357,Naxxramas,Tokens,,,,,,,
"Desecrated Gauntlets",22357,Naxxramas,Maexxna,,,,,,,
"Desecrated Girdle",22363,Naxxramas,Tokens,,,,,,,
"Desecrated Gloves",22371,Naxxramas,Tokens,,,,,,,
"Desecrated Gloves",22371,Naxxramas,Maexxna,,,,,,,
"Desecrated Handguards",22364,Naxxramas,Tokens,,,,,,,
"Desecrated Handguards",22364,Naxxramas,Maexxna,,,,,,,
"Desecrated Headpiece",22360,Naxxramas,Tokens,,,,,,,
"Desecrated Headpiece",22360,Naxxramas,Thaddius,,,,,,,
"Desecrated Helmet",22353,Naxxramas,Tokens,,,,,,,
"Desecrated Helmet",22353,Naxxramas,Thaddius,,,,,,,
"Desecrated Leggings",22366,Naxxramas,Tokens,,,,,,,
"Desecrated Leggings",22366,Naxxramas,Loatheb,,,,,,,
"Desecrated Legguards",22359,Naxxramas,Tokens,,,,,,,
"Desecrated Legguards",22359,Naxxramas,Loatheb,,,,,,,
"Desecrated Legplates",22352,Naxxramas,Tokens,,,,,,,
"Desecrated Legplates",22352,Naxxramas,Loatheb,,,,,,,
"Desecrated Pauldrons",22354,Naxxramas,Tokens,,,,,,,
"Desecrated Robe",22351,Naxxramas,Tokens,,,,,,,
"Desecrated Robe",22351,Naxxramas,"Four Horsemen",,,,,,,
"Desecrated Sabatons",22358,Naxxramas,Tokens,,,,,,,
"Desecrated Sandals",22372,Naxxramas,Tokens,,,,,,,
"Desecrated Shoulderpads",22368,Naxxramas,Tokens,,,,,,,
"Desecrated Spaulders",22361,Naxxramas,Tokens,,,,,,,
"Desecrated Tunic",22350,Naxxramas,Tokens,,,,,,,
"Desecrated Tunic",22350,Naxxramas,"Four Horsemen",,,,,,,
"Desecrated Waistguard",22356,Naxxramas,Tokens,,,,,,,
"Desecrated Wristguards",22362,Naxxramas,Tokens,,,,,,,
"Digested Hand of Power",22994,Naxxramas,Gluth,,,,,,,
Doomfinger,22821,Naxxramas,Kel'Thuzad,,,,,,,
"Eye of Diminution",23001,Naxxramas,Thaddius,,,,,,,
"Eye of the Dead",23047,Naxxramas,Sapphiron,,,,,,,
"Fortitude of the Scourge",23549,Naxxramas,Sapphiron,,,,,,,
"Frostfire Ring",23062,Naxxramas,Tokens,,,,,,,
"Frostfire Ring",23062,Naxxramas,Kel'Thuzad,,,,,,,
"Frozen Rune",22682,Naxxramas,Tokens,,,,,,,
"Gem of Nerubis",22937,Naxxramas,Anub'Rekhan,,,,,,,
"Gem of Trapped Innocents",23057,Naxxramas,Kel'Thuzad,,,,,,,
"Ghoul Skin Tunic",23226,Naxxramas,Trash,,,,,,,
"Girdle of Elemental Fury",23663,Naxxramas,Trash,,,,,,,
"Girdle of the Mentor",23219,Naxxramas,Razuvious,,,,,,,
"Glacial Headdress",23032,Naxxramas,Gothik,,,,,,,
"Glacial Mantle",22968,Naxxramas,Grobbulus,,,,,,,
"Gluth's Missing Collar",22981,Naxxramas,Gluth,,,,,,,
"Glyph of Deflection",23040,Naxxramas,Sapphiron,,,,,,,
"Gressil, Dawn of Ruin",23054,Naxxramas,Kel'Thuzad,,,,,,,
"Hailstone Band",23028,Naxxramas,Noth,,,,,,,
"Hammer of the Twisting Nether",23056,Naxxramas,Kel'Thuzad,,,,,,,
"Harbinger of Doom",23044,Naxxramas,Trash,,,,,,,
"Hatchet of Sundered Bone",22816,Naxxramas,Noth,,,,,,,
"Iblis, Blade of the Fallen Seraph",23014,Naxxramas,Razuvious,,,,,,,
"Icebane Helmet",23019,Naxxramas,Heigan,,,,,,,
"Icebane Pauldrons",22940,Naxxramas,Faerlina,,,,,,,
"Icy Scale Coif",23033,Naxxramas,Heigan,,,,,,,
"Icy Scale Spaulders",22967,Naxxramas,Grobbulus,,,,,,,
"Idol of Longevity",23004,Naxxramas,Razuvious,,,,,,,
Kingsfall,22802,Naxxramas,Kel'Thuzad,,,,,,,
"Kiss of the Spider",22954,Naxxramas,Maexxna,,,,,,,
"Leggings of Apocalypse",23071,Naxxramas,"Four Horsemen",,,,,,,
"Leggings of Elemental Fury",23665,Naxxramas,Trash,,,,,,,
"Leggings of Polarity",23070,Naxxramas,Thaddius,,,,,,,
"Leggings of the Grand Crusader",23668,Naxxramas,Trash,,,,,,,
"Legplates of Carnage",23068,Naxxramas,Heigan,,,,,,,
"Libram of Light",23006,Naxxramas,Noth,,,,,,,
"Loatheb's Reflection",23042,Naxxramas,Loatheb,,,,,,,
"Maexxna's Fang",22804,Naxxramas,Maexxna,,,,,,,
"Malice Stone Pendant",22943,Naxxramas,Faerlina,,,,,,,
"Maul of the Redeemed Crusader",22809,Naxxramas,"Four Horsemen",,,,,,,
"Midnight Haze",22803,Naxxramas,Grobbulus,,,,,,,
"Might of Menethil",22798,Naxxramas,Kel'Thuzad,,,,,,,
"Might of the Scourge",23548,Naxxramas,Sapphiron,,,,,,,
"Misplaced Servo Arm",23221,Naxxramas,Trash,,,,,,,
"Necklace of Necropsy",23036,Naxxramas,Heigan,,,,,,,
"Necro-Knight's Garb",23069,Naxxramas,Trash,,,,,,,
"Nerubian Slavemaker",22812,Naxxramas,Kel'Thuzad,,,,,,,
"Noth's Frigid Heart",23029,Naxxramas,Noth,,,,,,,
"Pauldrons of Elemental Fury",23664,Naxxramas,Trash,,,,,,,
"Pendant of Forgotten Names",22947,Naxxramas,Maexxna,,,,,,,
"Plagueheart Ring",23063,Naxxramas,Tokens,,,,,,,
"Plagueheart Ring",23063,Naxxramas,Kel'Thuzad,,,,,,,
"Plated Abomination Ribcage",23000,Naxxramas,Thaddius,,,,,,,
"Polar Helmet",23020,Naxxramas,Gothik,,,,,,,
"Polar Shoulder Pads",22941,Naxxramas,Faerlina,,,,,,,
"Power of the Scourge",23545,Naxxramas,Sapphiron,,,,,,,
"Preceptor's Hat",23035,Naxxramas,Heigan,,,,,,,
"Resilience of the Scourge",23547,Naxxramas,Sapphiron,,,,,,,
"Rime Covered Mantle",22983,Naxxramas,Gluth,,,,,,,
"Ring of Faith",23061,Naxxramas,Tokens,,,,,,,
"Ring of Faith",23061,Naxxramas,Kel'Thuzad,,,,,,,
"Ring of Redemption",23066,Naxxramas,Tokens,,,,,,,
"Ring of Redemption",23066,Naxxramas,Kel'Thuzad,,,,,,,
"Ring of Spiritual Fervor",23037,Naxxramas,Loatheb,,,,,,,
"Ring of the Cryptstalker",23067,Naxxramas,Tokens,,,,,,,
"Ring of the Cryptstalker",23067,Naxxramas,Kel'Thuzad,,,,,,,
"Ring of the Dreadnaught",23059,Naxxramas,Tokens,,,,,,,
"Ring of the Dreadnaught",23059,Naxxramas,Kel'Thuzad,,,,,,,
"Ring of the Dreamwalker",23064,Naxxramas,Tokens,,,,,,,
"Ring of the Dreamwalker",23064,Naxxramas,Kel'Thuzad,,,,,,,
"Ring of the Earthshatterer",23065,Naxxramas,Tokens,,,,,,,
"Ring of the Earthshatterer",23065,Naxxramas,Kel'Thuzad,,,,,,,
"Ring of the Eternal Flame",23237,Naxxramas,Trash,,,,,,,
"Sadist's Collar",23023,Naxxramas,Gothik,,,,,,,
"Sapphiron's Left Eye",23049,Naxxramas,Sapphiron,,,,,,,
"Sapphiron's Right Eye",23048,Naxxramas,Sapphiron,,,,,,,
"Seal of the Damned",23025,Naxxramas,"Four Horsemen",,,,,,,
Severance,22815,Naxxramas,Patchwerk,,,,,,,
"Shield of Condemnation",22819,Naxxramas,Kel'Thuzad,,,,,,,
"Shroud of Dominion",23045,Naxxramas,Sapphiron,,,,,,,
"Signet of the Fallen Defender",23018,Naxxramas,Razuvious,,,,,,,
"Slayer's Crest",23041,Naxxramas,Sapphiron,,,,,,,
Soulseeker,22799,Naxxramas,Kel'Thuzad,,,,,,,
Soulstring,22811,Naxxramas,"Four Horsemen",,,,,,,
"Spaulders of the Grand Crusader",23667,Naxxramas,Trash,,,,,,,
"Spire of Twilight",22801,Naxxramas,Thaddius,,,,,,,
"Splinter of Atiesh",22726,Naxxramas,Tokens,,,,,,,
"Stormrage's Talisman of Seething",23053,Naxxramas,Kel'Thuzad,,,,,,,
"Stygian Buckler",23238,Naxxramas,Trash,,,,,,,
"The Castigator",22808,Naxxramas,Thaddius,,,,,,,
"The End of Dreams",22988,Naxxramas,Grobbulus,,,,,,,
"The Eye of Nerub",23039,Naxxramas,Loatheb,,,,,,,
"The Face of Death",23043,Naxxramas,Sapphiron,,,,,,,
"The Hungering Cold",23577,Naxxramas,Kel'Thuzad,,,,,,,
"The Phylactery of Kel'Thuzad",22520,Naxxramas,Kel'Thuzad,,,,,,,
"The Plague Bearer",22818,Naxxramas,Patchwerk,,,,,,,
"The Restrained Essence of Sapphiron",23046,Naxxramas,Sapphiron,,,,,,,
"The Soul Harvester's Bindings",23021,Naxxramas,Gothik,,,,,,,
"The Widow's Embrace",22942,Naxxramas,Faerlina,,,,,,,
"Totem of Flowing Water",23005,Naxxramas,Noth,,,,,,,
"Touch of Frost",22935,Naxxramas,Anub'Rekhan,,,,,,,
"Toxin Injector",22810,Naxxramas,Grobbulus,,,,,,,
"Veil of Eclipse",23017,Naxxramas,Razuvious,,,,,,,
"Wand of Fates",22820,Naxxramas,Patchwerk,,,,,,,
"Wand of the Whispering Dead",23009,Naxxramas,Razuvious,,,,,,,
"Warmth of Forgiveness",23027,Naxxramas,"Four Horsemen",,,,,,,
"Wartorn Chain Scrap",22374,Naxxramas,Trash,,,,,,,
"Wartorn Cloth Scrap",22376,Naxxramas,Trash,,,,,,,
"Wartorn Leather Scrap",22373,Naxxramas,Trash,,,,,,,
"Wartorn Plate Scrap",22375,Naxxramas,Trash,,,,,,,
"Widow's Remorse",22806,Naxxramas,Faerlina,,,,,,,
"Wraith Blade",22807,Naxxramas,Maexxna,,,,,,,
"Wristguards of Vengeance",22936,Naxxramas,Anub'Rekhan,,,,,,,
"Amulet of Foul Warding",21702,"Temple of Ahn'Qiraj",Skeram,,,,,,,
"Amulet of Vek'nilash",21608,"Temple of Ahn'Qiraj","Twin Emperors",,,,,,,
"Ancient Qiraji Ripper",21650,"Temple of Ahn'Qiraj",Fankriss,,,,,,,
"Angelista's Charm",21690,"Temple of Ahn'Qiraj","Bug Trio",,,,,,,
"Angelista's Touch",21695,"Temple of Ahn'Qiraj","Bug Trio",,,,,,,
"Anubisath Warhammer",21837,"Temple of Ahn'Qiraj",Trash,,,,,,,
"Badge of the Swarmguard",21670,"Temple of Ahn'Qiraj",Sartura,,,,,,,
"Barb of the Sand Reaver",21635,"Temple of Ahn'Qiraj",Fankriss,,,,,,,
"Barbed Choker",21664,"Temple of Ahn'Qiraj",Fankriss,,,,,,,
"Barrage Shoulders",21699,"Temple of Ahn'Qiraj",Skeram,,,,,,,
"Beetle Scaled Wristguards",21708,"Temple of Ahn'Qiraj",Skeram,,,,,,,
"Belt of Never-ending Agony",21586,"Temple of Ahn'Qiraj",C'Thun,,,,,,,
"Belt of the Fallen Emperor",21606,"Temple of Ahn'Qiraj","Twin Emperors",,,,,,,
"Bile-Covered Gauntlets",21682,"Temple of Ahn'Qiraj","Bug Trio",,,,,,,
"Blue Qiraji Resonating Crystal",21218,"Temple of Ahn'Qiraj",Mounts,,,,,,,
"Boots of Epiphany",21600,"Temple of Ahn'Qiraj","Twin Emperors",,,,,,,
"Boots of the Fallen Hero",21688,"Temple of Ahn'Qiraj","Bug Trio",,,,,,,
"Boots of the Fallen Prophet",21705,"Temple of Ahn'Qiraj",Skeram,,,,,,,
"Boots of the Redeemed Prophecy",21704,"Temple of Ahn'Qiraj",Skeram,,,,,,,
"Boots of the Unwavering Will",21706,"Temple of Ahn'Qiraj",Skeram,,,,,,,
"Bracelets of Royal Redemption",21604,"Temple of Ahn'Qiraj","Twin Emperors",,,,,,,
"Breastplate of Annihilation",21814,"Temple of Ahn'Qiraj",Skeram,,,,,,,
"Burrower Bracers",21611,"Temple of Ahn'Qiraj",Ouro,,,,,,,
"Cape of the Trinity",21697,"Temple of Ahn'Qiraj","Bug Trio",,,,,,,
"Carapace of the Old God",20929,"Temple of Ahn'Qiraj",Tokens,,,,,,,
"Carapace of the Old God",20929,"Temple of Ahn'Qiraj",C'Thun,,,,,,,
"Cloak of Clarity",21583,"Temple of Ahn'Qiraj",C'Thun,,,,,,,
"Cloak of Concentrated Hatred",21701,"Temple of Ahn'Qiraj",Skeram,,,,,,,
"Cloak of the Devoured",22731,"Temple of Ahn'Qiraj",C'Thun,,,,,,,
"Cloak of the Golden Hive",21621,"Temple of Ahn'Qiraj",Huhuran,,,,,,,
"Cloak of Untold Secrets",21627,"Temple of Ahn'Qiraj",Fankriss,,,,,,,
"Creeping Vine Helm",21669,"Temple of Ahn'Qiraj",Sartura,,,,,,,
"Dark Edge of Insanity",21134,"Temple of Ahn'Qiraj",C'Thun,,,,,,,
"Dark Storm Gauntlets",21585,"Temple of Ahn'Qiraj",C'Thun,,,,,,,
"Death's Sting",21126,"Temple of Ahn'Qiraj",C'Thun,,,,,,,
"Don Rigoberto's Lost Hat",21615,"Temple of Ahn'Qiraj",Ouro,,,,,,,
"Eye of C'Thun",21221,"Temple of Ahn'Qiraj",C'Thun,,,,,,,
"Eyestalk Waist Cord",22730,"Temple of Ahn'Qiraj",C'Thun,,,,,,,
"Fetish of the Sand Reaver",21647,"Temple of Ahn'Qiraj",Fankriss,,,,,,,
"Formula: Enchant Cloak - Dodge",20736,"Temple of Ahn'Qiraj",Enchants,,,,,,,
"Formula: Enchant Cloak - Stealth",20734,"Temple of Ahn'Qiraj",Enchants,,,,,,,
"Formula: Enchant Gloves - Fire Power",20729,"Temple of Ahn'Qiraj",Enchants,,,,,,,
"Formula: Enchant Gloves - Frost Power",20728,"Temple of Ahn'Qiraj",Enchants,,,,,,,
"Formula: Enchant Gloves - Healing Power",20730,"Temple of Ahn'Qiraj",Enchants,,,,,,,
"Formula: Enchant Gloves - Shadow Power",20727,"Temple of Ahn'Qiraj",Enchants,,,,,,,
"Formula: Enchant Gloves - Superior Agility",20731,"Temple of Ahn'Qiraj",Enchants,,,,,,,
"Garb of Royal Ascension",21838,"Temple of Ahn'Qiraj",Trash,,,,,,,
"Gauntlets of Annihilation",21581,"Temple of Ahn'Qiraj",C'Thun,,,,,,,
"Gauntlets of Kalimdor",21624,"Temple of Ahn'Qiraj",Viscidus,,,,,,,
"Gauntlets of Steadfast Determination",21674,"Temple of Ahn'Qiraj",Sartura,,,,,,,
"Gauntlets of the Righteous Champion",21623,"Temple of Ahn'Qiraj",Viscidus,,,,,,,
"Gloves of Ebru",21689,"Temple of Ahn'Qiraj","Bug Trio",,,,,,,
"Gloves of Enforcement",21672,"Temple of Ahn'Qiraj",Sartura,,,,,,,
"Gloves of the Hidden Temple",21605,"Temple of Ahn'Qiraj","Twin Emperors",,,,,,,
"Gloves of the Immortal",21888,"Temple of Ahn'Qiraj",Trash,,,,,,,
"Gloves of the Messiah",21619,"Temple of Ahn'Qiraj",Huhuran,,,,,,,
"Gloves of the Redeemed Prophecy",21889,"Temple of Ahn'Qiraj",Trash,,,,,,,
"Grasp of the Fallen Emperor",21607,"Temple of Ahn'Qiraj","Twin Emperors",,,,,,,
"Grasp of the Old God",21582,"Temple of Ahn'Qiraj",C'Thun,,,,,,,
"Green Qiraji Resonating Crystal",21323,"Temple of Ahn'Qiraj",Mounts,,,,,,,
"Guise of the Devourer",21693,"Temple of Ahn'Qiraj","Bug Trio",,,,,,,
"Hammer of Ji'zhi",21703,"Temple of Ahn'Qiraj",Skeram,,,,,,,
"Hive Defiler Wristguards",21618,"Temple of Ahn'Qiraj",Huhuran,,,,,,,
"Hive Tunneler's Boots",21645,"Temple of Ahn'Qiraj",Fankriss,,,,,,,
"Huhuran's Stinger",21616,"Temple of Ahn'Qiraj",Huhuran,,,,,,,
"Husk of the Old God",20933,"Temple of Ahn'Qiraj",Tokens,,,,,,,
"Husk of the Old God",20933,"Temple of Ahn'Qiraj",C'Thun,,,,,,,
"Idol of Health",22399,"Temple of Ahn'Qiraj",Viscidus,,,,,,,
"Imperial Qiraji Armaments",21232,"Temple of Ahn'Qiraj",Tokens,,,,,,,
"Imperial Qiraji Regalia",21237,"Temple of Ahn'Qiraj",Tokens,,,,,,,
"Jom Gabbar",23570,"Temple of Ahn'Qiraj",Ouro,,,,,,,
"Kalimdor's Revenge",21679,"Temple of Ahn'Qiraj","Twin Emperors",,,,,,,
"Larvae of the Great Worm",23557,"Temple of Ahn'Qiraj",Ouro,,,,,,,
"Leggings of Immersion",21698,"Temple of Ahn'Qiraj",Skeram,,,,,,,
"Leggings of the Festering Swarm",21676,"Temple of Ahn'Qiraj",Sartura,,,,,,,
"Legplates of Blazing Light",21667,"Temple of Ahn'Qiraj",Sartura,,,,,,,
"Libram of Grace",22402,"Temple of Ahn'Qiraj",Fankriss,,,,,,,
"Mantle of Phrenic Power",21686,"Temple of Ahn'Qiraj","Bug Trio",,,,,,,
"Mantle of the Desert Crusade",21683,"Temple of Ahn'Qiraj","Bug Trio",,,,,,,
"Mantle of the Desert's Fury",21684,"Temple of Ahn'Qiraj","Bug Trio",,,,,,,
"Mantle of Wicked Revenge",21665,"Temple of Ahn'Qiraj",Fankriss,,,,,,,
"Mark of C'Thun",22732,"Temple of Ahn'Qiraj",C'Thun,,,,,,,
"Necklace of Purity",21678,"Temple of Ahn'Qiraj",Sartura,,,,,,,
"Neretzek, The Blood Drinker",21856,"Temple of Ahn'Qiraj",Trash,,,,,,,
"Ooze-ridden Gauntlets",21691,"Temple of Ahn'Qiraj","Bug Trio",,,,,,,
"Ouro's Intact Hide",20927,"Temple of Ahn'Qiraj",Tokens,,,,,,,
"Ouro's Intact Hide",20927,"Temple of Ahn'Qiraj",Ouro,,,,,,,
"Pauldrons of the Unrelenting",21639,"Temple of Ahn'Qiraj",Fankriss,,,,,,,
"Pendant of the Qiraji Guardian",21700,"Temple of Ahn'Qiraj",Skeram,,,,,,,
"Petrified Scarab",21685,"Temple of Ahn'Qiraj","Bug Trio",,,,,,,
"Plans: Thick Obsidian Breastplate",22222,"Temple of Ahn'Qiraj",Skeram,,,,,,,
"Qiraji Bindings of Command",20928,"Temple of Ahn'Qiraj",Tokens,,,,,,,
"Qiraji Bindings of Command",20928,"Temple of Ahn'Qiraj",Viscidus,,,,,,,
"Qiraji Bindings of Command",20928,"Temple of Ahn'Qiraj",Huhuran,,,,,,,
"Qiraji Bindings of Dominance",20932,"Temple of Ahn'Qiraj",Tokens,,,,,,,
"Qiraji Bindings of Dominance",20932,"Temple of Ahn'Qiraj",Viscidus,,,,,,,
"Qiraji Bindings of Dominance",20932,"Temple of Ahn'Qiraj",Huhuran,,,,,,,
"Qiraji Execution Bracers",21602,"Temple of Ahn'Qiraj","Twin Emperors",,,,,,,
"Recomposed Boots",21648,"Temple of Ahn'Qiraj",Sartura,,,,,,,
"Red Qiraji Resonating Crystal",21321,"Temple of Ahn'Qiraj",Mounts,,,,,,,
"Regenerating Belt of Vek'nilash",21609,"Temple of Ahn'Qiraj","Twin Emperors",,,,,,,
"Ring of Emperor Vek'lor",21601,"Temple of Ahn'Qiraj","Twin Emperors",,,,,,,
"Ring of Swarming Thought",21707,"Temple of Ahn'Qiraj",Skeram,,,,,,,
"Ring of the Devoured",21681,"Temple of Ahn'Qiraj","Bug Trio",,,,,,,
"Ring of the Godslayer",21596,"Temple of Ahn'Qiraj",C'Thun,,,,,,,
"Ring of the Martyr",21620,"Temple of Ahn'Qiraj",Huhuran,,,,,,,
"Ring of the Qiraji Fury",21677,"Temple of Ahn'Qiraj",Viscidus,,,,,,,
"Ritssyn's Ring of Chaos",21836,"Temple of Ahn'Qiraj",Trash,,,,,,,
"Robes of the Battleguard",21671,"Temple of Ahn'Qiraj",Sartura,,,,,,,
"Robes of the Guardian Saint",21663,"Temple of Ahn'Qiraj",Fankriss,,,,,,,
"Robes of the Triumvirate",21696,"Temple of Ahn'Qiraj","Bug Trio",,,,,,,
"Royal Qiraji Belt",21598,"Temple of Ahn'Qiraj","Twin Emperors",,,,,,,
"Royal Scepter of Vek'lor",21597,"Temple of Ahn'Qiraj","Twin Emperors",,,,,,,
"Sartura's Might",21666,"Temple of Ahn'Qiraj",Sartura,,,,,,,
"Scaled Leggings of Qiraji Fury",21668,"Temple of Ahn'Qiraj",Sartura,,,,,,,
"Scaled Sand Reaver Leggings",21651,"Temple of Ahn'Qiraj",Fankriss,,,,,,,
"Scarab Brooch",21625,"Temple of Ahn'Qiraj",Viscidus,,,,,,,
"Scepter of the False Prophet",21839,"Temple of Ahn'Qiraj",C'Thun,,,,,,,
"Shard of the Fallen Star",21891,"Temple of Ahn'Qiraj",Trash,,,,,,,
